"addressid","addressline1","addressline2","city","stateprovinceid","postalcode","spatiallocation","rowguid","modifieddate"
20904,"9766 Marie Drive",,Oak Bay,7,V8P,E6100000010C90CD1A742C3C4840CB034BD7AED65EC0,b29a7ce7-735b-4b47-969f-f652403d0cf5,2012-07-11 00:00:00.000
20905,"2235 Craig Drive",,London,14,SW8 1XD,E6100000010C7EA307835AB74940F85ABDD04C47BFBF,"8b4e19ab-369c-49da-8095-92e324bbb568",2013-08-19 00:00:00.000
20906,"4426 Tanager Road",,Beaverton,58,"97005",E6100000010C92B6C884B1C04640AB47E4F3FCB05EC0,"0a5808e2-13a4-4a33-bf52-35e2d7e26a35",2013-12-09 00:00:00.000
20907,"5780 Conifer Terrace",,Beverly Hills,9,"90210",E6100000010C08D467B3F70841404319902B4B8F5DC0,"1cc14660-8d2b-4cba-bd57-180454fb603f",2013-11-25 00:00:00.000
20908,"7144 Flagstone Way",,Leeds,14,LE18,E6100000010C57CAAEB322E94A40E3CAB7FF64BDF8BF,e7e07c69-eab1-42c8-a723-ae6233d0c308,2014-03-20 00:00:00.000
20909,"5652 East View Place",,East Brisbane,64,"4169",E6100000010C7F3B675E02763BC099054A4CC1246340,cc07d5c9-3dc7-48da-ad05-adf41e72d9a4,2012-03-15 00:00:00.000
20910,"1048 Las Quebradas Lane",,Walla Walla,79,"99362",E6100000010CD63FA7629F034740E9BDB52C898E5DC0,a45fed32-06fc-4451-b6a2-d366eb562df2,2013-04-12 00:00:00.000
20911,"5296 Birchwood",,Springwood,50,"2777",E6100000010CCD10435FB1D340C0AE65EA7099D46240,"029c0a8c-a9a7-4163-920f-ec89c24b2c19",2012-05-19 00:00:00.000
20912,"109 Clayton Road",,London,14,W1N 9FA,E6100000010CEA7AAEDEEBC0494072C2B1BC7978B0BF,"5c961041-5302-44bf-b9ec-83fa615aa085",2012-04-10 00:00:00.000
20913,"288, rue de Linois",,Les Ulis,177,"91940",E6100000010CB488A130775E48404796E225914D0140,e8416674-1ba9-4020-9b25-da697e95a605,2013-12-21 10:09:29.423
20914,"5961 Crowe Pl.",,Lakewood,9,"90712",E6100000010CD6A9F9AE61E740406DFBE60BC77E5DC0,"20e24b73-50ce-4e43-9c3f-9c2c3d434fc4",2013-03-07 00:00:00.000
20915,"5494 Roslyn Dr.",,Santa Cruz,9,"95062",E6100000010C88D929FB8D754240976BD911EF765EC0,"776889bb-85e7-467b-8828-d2e9425b816b",2013-11-10 00:00:00.000
20916,"4945 Noah Court",,Hobart,71,"7001",E6100000010C88D2C12EDC6645C0966C1CC0E96B6240,"3324b82f-0f5b-40b9-80cc-cdacf125b67e",2013-07-10 00:00:00.000
20917,"4350 Laguna St",,Townsville,64,"4810",E6100000010C53790A9E763A33C0CFA946C608566240,"979c3f4c-afaf-47e2-ac30-03084c1af695",2013-07-02 00:00:00.000
20918,"7596 Green St.",,Wollongong,50,"2500",E6100000010CE127A934E22F41C02488DAC9FED66240,f5e1b76e-49f7-4750-aed4-cb638dd8c633,2013-02-08 00:00:00.000
20919,"339 Norcross Lane",,Burien,79,"98168",E6100000010CEFA5CB6780BA47406B7F70C55D915EC0,"5eec31c9-7a69-46a2-80a5-1965a237d587",2014-02-09 00:00:00.000
20920,"2427 Marvello Lane",,Runcorn,14,TY31,E6100000010C1ABB0287CEB14A40108180FFD0AD05C0,dc89f6f4-a67d-4688-9ed9-a4527a008c14,2014-03-12 00:00:00.000
20921,"214, rue Léo Delibes",,Paris,161,"75013",E6100000010C185D9E45046D484083E6514C03560240,"43f393ed-0a10-4ed3-b241-ed06488fe58c",2013-12-21 10:09:29.423
20922,"5123 Gumwood",,Concord,9,"94519",E6100000010C43ECBA90E2FE42403B4C56FC24755EC0,"549e0d0d-7cb3-4f03-a02c-ac01d671e2e1",2013-12-12 00:00:00.000
20923,"3455 Southbrook Dr.",,Lemon Grove,9,"91945",E6100000010CD2B7BD134A5E404021AC770285385DC0,"2f6a23ad-e9bf-4d66-805d-6d0e520af9ac",2011-06-02 00:00:00.000
20924,"75, avenue de la Gare",,Suresnes,178,"92150",E6100000010C5F7C45FCFB6A4840F46A6BE4B7C10140,deca5c75-da69-49b6-9245-83affa8d652a,2013-12-21 10:09:29.423
20925,"6405 G St.",,Lebanon,58,"97355",E6100000010CAECFF6EC0D3B4640AA4EF53050B95EC0,cb505eb7-1285-4d12-9169-95e9e327ad8b,2013-10-13 00:00:00.000
20926,"2626, avenue de l´Europe",,Villeneuve-d'Ascq,145,"59491",E6100000010C663D0EC6A95A49401247479EC5350940,"52fcc626-4219-468c-adae-4dc321f4e886",2013-12-21 10:09:29.423
20927,"8195 Geary Ct.",,Burbank,9,"91502",E6100000010CBD80AFB885124140D1E5BCA810935DC0,bb8cac66-b180-49c1-8ba7-aca26b7b809b,2013-05-02 00:00:00.000
20928,"9690 Hale Dr.",,Oakland,9,"94611",E6100000010C559D50C109E742406DBB8FD455875EC0,"9d861fc6-b436-4769-b738-1d227e51d0af",2012-09-23 00:00:00.000
20929,"9067 Indigo Ct.",,London,14,W1Y 3RA,E6100000010C40CE596B20C249400BAB5778D14CC0BF,"14c3296f-3fa0-4018-b12a-0e853bdeca3a",2013-05-14 00:00:00.000
20930,"5805 Virginia Lane",,San Gabriel,9,"91776",E6100000010C95B45795AE094140C3229875837C5DC0,"81222a73-bd05-4758-97b6-074d38388abc",2012-03-30 00:00:00.000
20931,"8052 Weston Court",,Esher-Molesey,14,EM15,E6100000010C00000000000000000000000000000000,"6e473ed8-3a0a-4e57-aeab-aff0cc828b81",2014-06-30 00:00:00.000
20932,"7554 Grammercy Lane",,Langley,7,V3A 4R2,E6100000010CB4D0E9C5C68D4840600EB81142B35EC0,"3065c682-cdd0-4bfd-a0d1-8890dd40fd65",2013-09-13 00:00:00.000
20933,"8333 Polk Street",,East Brisbane,64,"4169",E6100000010CD520B79ABF7D3BC01272EC2E49236340,c18fa357-9341-4b22-ae8c-9ea73aabc946,2013-10-26 00:00:00.000
20934,"3923 Montgomery Ave.",,San Carlos,9,"94070",E6100000010CD5CABB0F2EC24240CE9EBB978E8B5EC0,"97da247e-62ff-4531-9eda-0e83ae448527",2014-02-17 00:00:00.000
20935,"8581 Paris Lane",,Bellingham,79,"98225",E6100000010C3E31EC6A1F634840904BE602E3955EC0,c976edfe-1fb7-45a6-98da-59ddb13f6a7f,2014-06-24 00:00:00.000
20936,"570, avenue de Malakoff",,Verrieres Le Buisson,177,"91370",E6100000010C455227198D624840F3B553B81F080240,fcb67f49-ff48-45d2-84bc-edd508bda6a2,2013-12-21 10:09:29.423
20937,"22, rue de Courtaboeuf",,Dunkerque,145,"59140",E6100000010C026C8BA8937F49406008A0D874D10240,"51c14047-48b7-4f9e-a5ab-d6d8ee6c72a5",2013-12-21 10:09:29.423
20938,"5204 Marlesta Rd.",,Port Hammond,7,V6B 3P7,E6100000010C25D9C89DD0A94840FB1ABD80DFBC5EC0,ad6b218c-39eb-4c7c-8283-6696fa7e370e,2014-03-17 00:00:00.000
20939,"5502 Sun View Terr.",,East Brisbane,64,"4169",E6100000010C63B0C28060833BC0DC67880ABC256340,d569d078-d96d-441b-9830-62d35d047bbf,2013-08-11 00:00:00.000
20940,"515 Wiget Lane",,Bremerton,79,"98312",E6100000010C42D944C7D5D0474073B07464FFB05EC0,"78e36a3d-d1c3-4e1b-8120-e9e0503f0054",2013-09-08 00:00:00.000
20941,"3791 Rossmor Parkway",,Chula Vista,9,"91910",E6100000010CEA99E994FC574040C00AE090DD445DC0,"891bb04e-3a2c-4eb1-9385-6afa42d6b7be",2013-07-28 00:00:00.000
20942,"2774 Eagle Peak",,Beaverton,58,"97005",E6100000010C53FFB51819C74640A724DD5AA1AE5EC0,"742b2ce5-2aee-48ae-aee2-56630fcf4e79",2013-07-18 00:00:00.000
20943,Rotthäuser Weg 101,,Bottrop,53,"46236",E6100000010CC4E0DC6A8BBC4940466C81E5B0A91B40,"47b0bdc3-b91d-4b94-8bf9-244d951496b1",2013-11-05 00:00:00.000
20944,"7473 Condor Dr.",,Leeds,14,LE18,E6100000010CF2773A0F01E54A400E130BAA20BCF8BF,"7e9253d8-a822-47c1-85e3-194ec9b4fc2a",2014-03-29 00:00:00.000
20945,Zollhof 4822,,Leipzig,53,"04139",E6100000010C00000000000000000000000000000000,"3afdfaf2-8aa8-4257-9a56-4d31d155d054",2013-12-29 00:00:00.000
20946,"162 Maureen Lane",,Beverly Hills,9,"90210",E6100000010C33B96E4C43074140CA879A8C25925DC0,"1f3fe216-a852-457a-8420-c519bbbc2ed9",2014-02-27 00:00:00.000
20947,"7259 Brock Lane",,Oakland,9,"94611",E6100000010C1E302D3A65EB42401A17AF75CF8C5EC0,"4b7d676a-9e1e-4c37-b666-dc14a0eb6c1b",2013-10-15 00:00:00.000
20948,"5337 Claudia Dr.",,Sydney,50,"1002",E6100000010C7CD4C58263EC40C0B4CE9E7C7FEA6240,ba751d26-70c9-43c3-9d38-cfff025758b5,2013-09-29 00:00:00.000
20949,"7600 Tupelp Drive",,Colma,9,"94014",E6100000010CDC6A5F6743D94240B690D0E394965EC0,a69240ea-2f25-4683-8178-a9c26d01c102,2013-09-29 00:00:00.000
20950,"5243 Miguel Drive",,Beaverton,58,"97005",E6100000010CA45C93BA05C34640D362D8F40EAD5EC0,"9e9ddd17-04a4-4b7e-9ac5-39002f9f76b9",2013-10-08 00:00:00.000
20951,"5002 Starflower Dr.",,Lane Cove,50,"1597",E6100000010C65B1E95023E940C0A9E47E9E76E36240,"0e9a90ec-519b-4041-b723-a96bc077846d",2013-02-08 00:00:00.000
20952,"7284 Zion Ave.",,Rhodes,50,"2138",E6100000010C4AD00E6A4BEF40C01FC1E57C59E16240,c20a0405-6184-44f0-937e-50d0b6cf992b,2012-11-15 00:00:00.000
20953,"5377 Sahara Dr.",,Torrance,9,"90505",E6100000010C4BF5DF0A52EA404021438666F6945DC0,f2501786-7188-4121-a279-530f6f1bcc91,2014-03-24 00:00:00.000
20954,"3709 Leonard Ct.",,Lake Oswego,58,"97034",E6100000010CF5C776009AAD4640F9191565E5B15EC0,"91106e4c-1d51-46f9-ae69-9a7992213beb",2013-08-18 00:00:00.000
20955,"10, rue de la Comédie",,Lille,145,"59000",E6100000010C9C7FBDDAAB4C49408BA27DFA015C0840,"7e056fd5-bc61-4b8e-86de-ba3021996fb3",2013-12-21 10:09:29.423
20956,"6659 Rheem Dr.",,Redwood City,9,"94063",E6100000010CDC0A726DC8BF4240758E1172CD965EC0,"2ec60ad0-e292-449c-876d-326f3e20fe25",2014-01-30 00:00:00.000
20957,"7900 Black Walnut Ct.",,Marysville,79,"98270",E6100000010CB1117EF984034840DCB0E492DE805EC0,c5b3b49c-f72a-4e09-a383-9098852304e5,2014-05-06 00:00:00.000
20958,"1105 O St.",,Shawnee,7,V8Z 4N5,E6100000010CB7BA45F5FC3D48406DF9CF79EFD85EC0,"05031bdd-e997-479b-a044-7db2eb1ff4b9",2013-09-04 00:00:00.000
20959,"8181, rue des Grands Champs",,Orly,180,"94310",E6100000010C37E85A3D9561484040F675DF93300340,"5ed31b11-822b-4081-9cdc-13bb2610a2a4",2013-12-21 10:09:29.423
20960,"2601 Amaranth Way",,Shawnee,7,V8Z 4N5,E6100000010C7A37A7392A3748406DF82691FCD45EC0,"2b4cd4cd-4d0c-45f2-b5cf-e63293041f72",2013-12-25 00:00:00.000
20961,"5587 Stanley Dollar Dr.",,Colma,9,"94014",E6100000010CF9A22914DAD642408A9556A1489B5EC0,a039b33d-83ba-4304-be4b-68bd9932e109,2014-04-19 00:00:00.000
20962,"2229 Oak Rd.",,Rhodes,50,"2138",E6100000010C26B55FD3CBE840C00CFD7A17F7DD6240,"2a43985b-4633-4f18-a82a-3a88b3f4adff",2011-12-16 00:00:00.000
20963,"1688 Sudan Loop",,South Melbourne,77,"3205",E6100000010C51F56D953EE642C00E23657DF01B6240,b27a0637-4b78-424c-95e6-30544e6bafb7,2012-06-01 00:00:00.000
20964,"5722 Hemlock Ave.",,Melton,77,"3337",E6100000010C7FA46138B9C942C026619A8D6B0C6240,c0466beb-ebd9-4fe7-a93e-e4a51e56a06b,2013-03-30 00:00:00.000
20965,"6059 Mt. Dell",,Westminster,7,V3L 1H4,E6100000010C862B33E333A4484093F0E957DDB25EC0,f8b6df9f-42ac-4d55-8033-5c851cdbe937,2012-07-23 00:00:00.000
20966,"2697 Mt. Everest Ct.",,London,14,W1X3SE,E6100000010CD9C618DECEC04940673D1280D147C0BF,"94326a33-481d-41cd-bd0d-eff45e120aa1",2011-06-11 00:00:00.000
20967,"464 Ahneita Dr.",,Glendale,9,"91203",E6100000010CCA1724841C1A41408C8FC55207945DC0,"01d759fc-44f0-4e70-a83a-b4e32974d5ed",2014-06-06 00:00:00.000
20968,"6832 Cunha Ct.",,Bury,14,PE17,E6100000010C485A3F95AFC64A40432668DDC76402C0,"33836f3e-1a20-4b47-9671-7dbd6e6b1059",2013-08-22 00:00:00.000
20969,"8836 First Ave.",,National City,9,"91950",E6100000010C599674E0D6524040040135F65B445DC0,a213264c-316d-4a57-9786-eb1593395523,2014-03-27 00:00:00.000
20970,"4221 Birch Bark Road",,Concord,9,"94519",E6100000010C750C6A60EE0043405F710918C3895EC0,"7a43ff0d-6b3c-4d14-ba7e-74121b3c7c53",2014-03-01 00:00:00.000
20971,"7553 Harness Circle",,Wollongong,50,"2500",E6100000010CF4A43A7D043A41C0F95E389A71D86240,cf78c457-9cd8-4534-aad2-3e5a3a2b0a3b,2011-06-25 00:00:00.000
20972,"7085 Valley Run",,Lincoln Acres,9,"91950",E6100000010CE06C57E3C85A40403EB6BA88DD3C5DC0,"000c1336-7b16-4b99-9f69-b1ca69b45d2e",2012-03-26 00:00:00.000
20973,"4785 Scott Street",,Seaford,77,"3198",E6100000010CFF0950B91E1543C02A56FF2001206240,"4400dec6-6020-4012-aa38-f55bc6a8c740",2013-11-22 00:00:00.000
20974,"7518 Pepperridge Place",,St. Leonards,50,"2065",E6100000010CD8CE826602EB40C0658B313D75DF6240,"21e346db-0de4-4c2d-a89d-b8dfdbd49a5e",2013-12-01 00:00:00.000
20975,"2253 Firestone Dr.",,Kirkland,79,"98033",E6100000010CAA0501360CD64740B9D41AB77B915EC0,"73c43d6e-80a2-4131-8515-c4a6deac1caf",2013-06-05 00:00:00.000
20976,"446 Wilke Drive",,Caloundra,64,"4551",E6100000010C1D8A41509DC63AC0FCEDC208141D6340,"84901519-c145-4be8-8c96-09ab337d5d11",2012-08-23 00:00:00.000
20977,"5047 Northwood Dr.",,Milton Keynes,14,MK8 8ZD,E6100000010C2504466C68034A409C49ACE2604CE7BF,"9d74ba49-0dde-4e8f-9ca6-eaf9f7f681c8",2014-05-10 00:00:00.000
20978,"2039 Dallis Dr.",,Lincoln Acres,9,"91950",E6100000010C65FDF3A92A5140403B247A609D3D5DC0,f3e853f0-4070-4f64-b3ff-8fa3a80befb0,2013-02-24 00:00:00.000
20979,"117 Esperanza Dr",,Lemon Grove,9,"91945",E6100000010CFD9EA929F75F40408B66D40481445DC0,"4fea29e1-a851-44f1-aa8f-6244cc3a6e9d",2013-08-23 00:00:00.000
20980,"157 Tara St.",,San Francisco,9,"94109",E6100000010C5DA070AB5DD842406D5ED5101E945EC0,"7ab47d67-c029-4ce4-ab42-2d6fa6ba6df5",2013-10-01 00:00:00.000
20981,"1682 Klier Drive",,Leeds,14,LE18,E6100000010C0AA9707005F04A40BE47DBD3F5B8F8BF,"4736b741-04bd-4fc5-90dc-ee27d393c157",2013-09-15 00:00:00.000
20982,"1144 N. Jackson Way",,Lynnwood,79,"98036",E6100000010C46D6BBC927E34740DE0CC617F49C5EC0,e6be82e4-d7e0-474a-8127-d00ac03eeb59,2013-10-02 00:00:00.000
20983,"1439 Springvale Court",,Lakewood,9,"90712",E6100000010CA1D7F998D0E74040138034304A805DC0,ae43197e-6920-470e-a182-bcd6520b137a,2014-02-07 00:00:00.000
20984,"2680 Corte Del Sol",,Lake Oswego,58,"97034",E6100000010C92F2DB6570AC4640E362F15F1EA65EC0,aa8e2f59-c905-4e9e-ae08-9bf3ba8ec65c,2014-06-04 00:00:00.000
20985,"9489 Anderson Way",,London,14,W1Y 3RA,E6100000010CC8A1D31B37BA49405B74BB899141C0BF,a6ff5783-cf70-4e24-9415-a16333a2d859,2014-05-16 00:00:00.000
20986,"6344 Dartmouth Way",,Chula Vista,9,"91910",E6100000010CE20398BBBB56404092988A221B4D5DC0,c72b3ce0-d97d-486c-8e17-036e0aecd045,2012-03-16 00:00:00.000
20987,"5884 Blue Ridge",,Coronado,9,"92118",E6100000010C4F5C3C6F935A4040A0DCDA1AAC505DC0,"9d17a802-2df5-4b83-9461-4c721aa57b89",2014-01-27 00:00:00.000
20988,"7379 Cambelback Place",,San Diego,9,"92102",E6100000010CB734DEA033604040827F5B5CF23F5DC0,"9ba5f06b-f2ef-49c0-8994-1bf330407535",2014-03-08 00:00:00.000
20989,"3494 Jamie Way",,Langford,7,V9,E6100000010CD814B59C3138484031D976A555DB5EC0,"0a7a3f4f-fbbd-4e83-a877-e5db1c41fc81",2014-01-04 00:00:00.000
20990,"4555 Hackney Lane",,Beaverton,58,"97005",E6100000010C8363E36987BF46402BB0F9BE0FB85EC0,"8e6d9ab4-d814-4f16-9643-02534a9b79a9",2011-07-26 00:00:00.000
20991,"5243 Brown St.",,Berkeley,9,"94704",E6100000010CDB864DC632EA424029360D8587925EC0,"53ceade1-4c3c-4a76-9abb-051180294adc",2014-05-11 00:00:00.000
20992,"1612 Geary Ct.",,Imperial Beach,9,"91932",E6100000010C3C00AFC7D5494040583579DC52515DC0,d4a9a253-186b-45c3-93f8-728d80fb1ca2,2011-11-20 00:00:00.000
20993,"6271 Ironwood Way",,Kirkland,79,"98033",E6100000010C5136506797DE4740E58FA3AD0F815EC0,"7ac26515-de55-42b9-9cac-f4d083237189",2014-02-25 00:00:00.000
20994,"2894 Encino Dr.",,Tacoma,79,"98403",E6100000010C8F7F744EEB9A474052D34B206E9C5EC0,fa935135-19b6-47c9-b925-c333e95c09b6,2013-08-01 00:00:00.000
20995,Helsenbergbogen 99,,Berlin,19,"12171",E6100000010C00000000000000000000000000000000,"1072a98c-7aef-4307-a9b4-788d6d4ff9e4",2013-07-01 00:00:00.000
20996,"7807 Pine Creek Way",,San Gabriel,9,"91776",E6100000010C95B45795AE094140BC7FECE9CD815DC0,"6c170953-cfb8-4b24-8cb8-dd083c52afe5",2012-03-19 00:00:00.000
20997,"7339 Eureka Lane",,Berkeley,9,"94704",E6100000010C43E4449E0BEF4240A4F687E9C9985EC0,b93a1ce6-b6b4-4ed1-a2e7-647f066a0fc3,2012-04-23 00:00:00.000
20998,"215 Denkinger Court",,Warrington,14,WA1,E6100000010C478487FC72BA4A40ED1DCFD78D8704C0,"844b0af1-3716-4cd4-914f-9d3348b90d6d",2014-01-29 00:00:00.000
20999,"2781 Cresent Dr.",,North Sydney,50,"2055",E6100000010C5F5BA9DD3AE540C02E96012AEEEB6240,"4b87cc14-1e18-4970-b46a-5cb732d23ffa",2011-08-02 00:00:00.000
21000,"2507 Winterglenn Way",,Lynnwood,79,"98036",E6100000010C2D63B6FEB8EB4740A699F4B5D2995EC0,"4fb3f5fd-318d-449c-99cf-867b52c20d08",2012-11-11 00:00:00.000
21001,"2293 Tono Lane",,Portland,58,"97205",E6100000010CAB7FE04D06BE4640203D60C604B35EC0,"5b089273-ae0e-46cf-a709-09163e307fb3",2012-02-14 00:00:00.000
21002,"2, rue des Bouchers",,Chatou,164,"78400",E6100000010CB9749FE7E27A4840A6B16F0D4B3C0140,"0481975b-dcb5-44ac-a7e2-deeafec39f77",2013-12-21 10:09:29.423
21003,"3067 Maureen Circle",,Burlingame,9,"94010",E6100000010C41D360EB00D042403F35112DEF945EC0,ed5906aa-7fcd-418e-b30b-b56e903aad8b,2014-03-09 00:00:00.000
21004,"1398 Dimaggio Way",,Coronado,9,"92118",E6100000010CCE0BF0168E554040C0CDD24F2C465DC0,dfaf675d-14d7-4680-8c3b-826031dd03e7,2012-07-27 00:00:00.000
21005,"1766 Virgina Hills Drive",,Newcastle,50,"2300",E6100000010C9331DB9B357840C03CE201DFA6F16240,"81ddb034-a3f4-43fd-8d5d-1d821f2d7a67",2014-01-06 00:00:00.000
21006,"4348 Lilac Circle",,Oregon City,58,"97045",E6100000010CD6D384B06DA44640EE4EAFDC38A05EC0,f02f5173-69ab-419a-83f1-d0c10749bbc1,2014-01-29 00:00:00.000
21007,"4244, rue Surcouf",,Morangis,177,"91420",E6100000010CF4FB4207D9514840F53549A7CDB20240,"614d65d4-95cf-41a2-a36c-313f7891bc5c",2013-12-21 10:09:29.423
21008,Auf der Krone 4664,,Salzgitter,19,"38231",E6100000010C00000000000000000000000000000000,"6b565b47-5561-47f3-a634-aeb70223d378",2012-10-18 00:00:00.000
21009,"2934 Sycamore Drive",,Shawnee,7,V8Z 4N5,E6100000010CC7FED731443A4840D42A06D7D3D15EC0,"6794a2f2-472e-4bb4-977e-c34615be5753",2013-10-07 00:00:00.000
21010,"879 Hillview Ct",,Hawthorne,64,"4171",E6100000010C6C840DA0E8723BC05AF374727F256340,"8aec596c-7648-4296-9182-98ea825ee99a",2013-01-31 00:00:00.000
21011,Alderstr 2577,,Poing,70,"66041",E6100000010C00000000000000000000000000000000,"928ababe-cc1e-4741-9420-01e4e77e59b1",2014-04-29 00:00:00.000
21012,"290 Shale Drive",,La Jolla,9,"92806",E6100000010C84C2F74B29F04040FFF2CEF762835DC0,cc3a2b53-1604-4878-8ad9-8516b27d7a1c,2014-02-21 00:00:00.000
21013,"3748 Bellwood Dr.",,Ballard,79,"98107",E6100000010C0489E725ACDE47407C4799D852A05EC0,c04275a6-50ba-48ff-bcac-b000d3362af2,2013-09-03 00:00:00.000
21014,"9516 Village Road",,Westminster,7,V3L 1H4,E6100000010CB1B32EB1EF914840A3532B2117BD5EC0,e4d76201-d94e-4c97-b564-7ca8c5959ff9,2013-09-02 00:00:00.000
21015,Winter der Böck 5085,,Eilenburg,85,"04838",E6100000010CC0B9F742BBBA494000E29ADFBC572940,"18fad34d-78c4-4ee2-a17c-f7731d660e15",2013-07-24 00:00:00.000
21016,"3230 Buchanan Rd.",,Santa Cruz,9,"95062",E6100000010C6FBBB2C9127E424011F539F1B6775EC0,"37ab2016-59e5-40ff-b4be-36c85c682300",2014-02-14 00:00:00.000
21017,"9, rue Villedo",,Morangis,177,"91420",E6100000010C23F7520B725C4840E91323C67EAE0240,"1f6c6735-5683-4c02-ae0e-3f88cb2eb9ec",2013-12-21 10:09:29.423
21018,"1891, rue de Varenne",,Tremblay-en-France,179,"93290",E6100000010C811FCB349C77484093A8D8B958780440,"8cf87e02-a631-48d8-8b3d-d063ae95125a",2013-12-21 10:09:29.423
21019,"1893 Northridge Drive",,Brisbane,64,"4000",E6100000010C7FF56F46C37F3BC08238B45D4C1C6340,"345ede58-51d2-4f12-886b-66820364b8c1",2012-02-08 00:00:00.000
21020,"6028 D St.",,Sydney,50,"1002",E6100000010CAE2CB7638EEE40C09458133135E46240,"475c45b7-7d09-421e-95dc-768fbeabaa01",2013-12-29 00:00:00.000
21021,"7888 Creed Ave.",,Burien,79,"98168",E6100000010CBEBDB81012B847400E6C3972528A5EC0,f693557a-033a-4fff-9d3b-052c81ffc07f,2013-07-31 00:00:00.000
21022,"4511 Bellwood Dr.",,Newton,7,V2L3W8,E6100000010C7AEA222176FB4A40FF5748DF92AE5EC0,"850742d7-212c-42a9-aadc-4889740931ff",2013-10-20 01:00:00.000
21023,Postfach 55 99 99,,Hannover,53,"30601",E6100000010C00000000000000000000000000000000,d1981691-4fcb-4f69-a3be-9f4a22c20741,2014-05-03 00:00:00.000
21024,"2081 St. Andrews Way",,Kirkland,79,"98033",E6100000010C7772E65919D94740DE17573751875EC0,"59f0d8ba-04fe-4e49-89a8-1cf3e6cc8260",2014-03-13 00:00:00.000
21025,"9525 Canyon Way",,Cliffside,7,V8Y 1L1,E6100000010C53C6A65BAD454840F6D7030B04DA5EC0,"2b024d41-e128-4fc4-9867-6f9bdc2051ee",2011-07-22 00:00:00.000
21026,"1848 Wharf Dr.",,Port Macquarie,50,"2444",E6100000010C6DE73D88F15C3FC0C0240E6C8B226340,bcafa705-f8cf-4724-8aa5-f797ab3c22d9,2014-04-24 00:00:00.000
21027,"8956 Birch Bark Road",,Beverly Hills,9,"90210",E6100000010CD0029AF9B2114140E933737CB9A05DC0,"2bb22c7c-8e64-4bbf-accf-1a4c458d9bfe",2014-06-16 00:00:00.000
21028,"8184, rue Malar",,Orleans,131,"45000",E6100000010CF035846078EE4740163C49F5FA9BFE3F,"568d580e-8ef5-4bb4-9c83-d12fb9527522",2013-12-21 10:09:29.423
21029,"38, route de Marseille",,Bobigny,179,"93000",E6100000010C0ECDA15EA97648405D151C09E38B0340,"7a5a7994-d6bb-406f-8ad1-14e9df433971",2013-12-21 10:09:29.423
21030,"4096 San Remo",,Berks,14,SL4 1RH,E6100000010CF95686F80FC34940B8D01082AD87E3BF,b3dcbb73-ab47-4094-8596-22ea50363764,2014-04-20 00:00:00.000
21031,"6780 Longbrook Way",,Puyallup,79,"98371",E6100000010C47C5045F809A47406346871B4F9A5EC0,"8de4a6c4-53a2-4bf4-8760-e3d682efc72f",2014-01-11 00:00:00.000
21032,"6566 Pinole Valley Rd.",,La Jolla,9,"92806",E6100000010CB43BAEF387EA40404CC60AA9CE755DC0,"18ad0bcf-c30d-4239-b0d2-6944bc3527af",2013-09-02 00:00:00.000
21033,"22, avenue du Québec",,Bobigny,179,"93000",E6100000010C0A5233A1497748402807174FE4830340,"0a517f0e-ed25-4ac7-bd3e-cd9a113fcaf7",2013-12-21 10:09:29.423
21034,"5049 Teakwood Dr.",,Malabar,50,"2036",E6100000010CE18457B7CFFE40C0B25DC71F44E26240,"729cf3aa-bb01-44fa-838b-cc0322ccfd30",2011-10-26 00:00:00.000
21035,"4684 Frigate Ct.",,Runcorn,14,TY31,E6100000010C33215C0571B04A4032E0DE075FAE05C0,d70530b9-da61-4921-9673-0ce5dda16740,2011-08-21 00:00:00.000
21036,"3016 Arleda Lane",,Cranbourne,77,"3977",E6100000010CDAB75C49BC0F43C0F1A644650D236240,"12ea331e-4bba-4045-bb14-775cceaffd4b",2013-08-03 00:00:00.000
21037,Hüttenstr 1295,,Ingolstadt,8,"85049",E6100000010C43BB0754E5574840E5813A89ACCC2640,"377eddb2-22f6-4094-b6aa-ad94560ce3c9",2014-05-17 00:00:00.000
21038,"116, boulevard d´Albi",,Metz,143,"57000",E6100000010C2465CB3DD18D484017EDE7B51AB21840,"34b4e09c-bde6-40ca-9a36-d35b9a6653f2",2013-12-21 10:09:29.423
21039,"4224 Almond Avve",,Bellingham,79,"98225",E6100000010CABB03623406148403F70F03FEBA75EC0,"45243277-995c-4e69-8ca6-a4786bd2cd09",2011-06-18 00:00:00.000
21040,"464 Ahneita Dr.",,Runcorn,14,TY31,E6100000010CBB9EFAB833A64A40EFABB5929AA605C0,"7df92c08-a21c-45d9-9392-778a84b84ce5",2013-03-17 00:00:00.000
21041,"5966 El Molino Dr.",,Novato,9,"94947",E6100000010C40F3DDCAC80F4340BD20D7A815B05EC0,"15de2529-905c-4da8-b97a-4554bb35ec0a",2013-12-20 00:00:00.000
21042,"7207 Peabody Road",,Bellingham,79,"98225",E6100000010C7404A80E425C4840BA9C616C74975EC0,b905806e-2409-44c3-8384-7bf84519ecb4,2013-05-21 00:00:00.000
21043,Buergermeister-ulrich-str 5555,,Berlin,19,"12171",E6100000010C00000000000000000000000000000000,"7538efb4-16d5-4085-a1a9-4b5b3c05116a",2013-08-26 00:00:00.000
