"businessentityid","phonenumber","phonenumbertypeid","modifieddate"
12400,"1 (11) 500 555-0167",1,2013-08-16 00:00:00.000
12401,"1 (11) 500 555-0195",2,2012-04-01 00:00:00.000
12402,"936-555-0162",1,2014-03-16 00:00:00.000
12403,"171-555-0197",2,2013-08-22 00:00:00.000
12404,"1 (11) 500 555-0170",1,2014-02-25 00:00:00.000
12405,"246-555-0133",2,2013-05-04 00:00:00.000
12406,"847-555-0116",2,2011-12-06 00:00:00.000
12407,"495-555-0182",1,2012-09-16 00:00:00.000
12408,"189-555-0116",1,2013-03-05 00:00:00.000
12409,"143-555-0198",1,2014-04-26 00:00:00.000
12410,"1 (11) 500 555-0137",2,2014-01-08 00:00:00.000
12411,"1 (11) 500 555-0183",1,2014-03-31 00:00:00.000
12412,"996-555-0169",2,2014-03-27 00:00:00.000
12413,"344-555-0118",2,2014-05-18 00:00:00.000
12414,"1 (11) 500 555-0169",1,2013-08-02 00:00:00.000
12415,"577-555-0170",1,2014-02-26 00:00:00.000
12416,"1 (11) 500 555-0117",2,2011-09-29 00:00:00.000
12417,"589-555-0188",2,2013-12-31 00:00:00.000
12418,"1 (11) 500 555-0138",1,2013-03-16 00:00:00.000
12419,"947-555-0143",2,2014-04-09 00:00:00.000
12420,"1 (11) 500 555-0125",1,2012-05-30 00:00:00.000
12421,"1 (11) 500 555-0118",1,2014-04-02 00:00:00.000
12422,"1 (11) 500 555-0112",2,2012-12-12 00:00:00.000
12423,"883-555-0115",1,2012-11-21 00:00:00.000
12424,"1 (11) 500 555-0195",2,2013-08-11 00:00:00.000
12425,"190-555-0190",2,2012-05-26 00:00:00.000
12426,"1 (11) 500 555-0178",1,2014-02-01 00:00:00.000
12427,"147-555-0163",2,2013-12-18 00:00:00.000
12428,"1 (11) 500 555-0132",1,2013-07-07 00:00:00.000
12429,"457-555-0178",1,2012-02-26 00:00:00.000
12430,"953-555-0197",1,2014-03-03 00:00:00.000
12431,"676-555-0195",1,2013-09-27 00:00:00.000
12432,"587-555-0148",2,2013-08-28 00:00:00.000
12433,"1 (11) 500 555-0180",1,2014-01-30 00:00:00.000
12434,"647-555-0116",2,2012-05-18 00:00:00.000
12435,"269-555-0152",2,2013-08-15 00:00:00.000
12436,"1 (11) 500 555-0117",1,2013-12-20 00:00:00.000
12437,"1 (11) 500 555-0153",2,2012-03-02 00:00:00.000
12438,"1 (11) 500 555-0133",1,2013-08-07 00:00:00.000
12439,"580-555-0193",2,2014-03-19 00:00:00.000
12440,"773-555-0126",2,2014-05-19 00:00:00.000
12441,"131-555-0194",2,2014-03-16 00:00:00.000
12442,"794-555-0140",1,2013-09-22 00:00:00.000
12443,"1 (11) 500 555-0143",2,2014-01-04 00:00:00.000
12444,"1 (11) 500 555-0196",2,2011-11-17 00:00:00.000
12445,"804-555-0168",1,2013-08-29 00:00:00.000
12446,"1 (11) 500 555-0170",2,2011-06-15 00:00:00.000
12447,"690-555-0133",2,2013-09-06 00:00:00.000
12448,"1 (11) 500 555-0147",2,2013-08-18 00:00:00.000
12449,"163-555-0198",1,2014-02-24 00:00:00.000
12450,"599-555-0178",2,2013-05-06 00:00:00.000
12451,"1 (11) 500 555-0184",2,2014-01-04 00:00:00.000
12452,"1 (11) 500 555-0143",2,2013-07-27 00:00:00.000
12453,"135-555-0119",1,2013-10-01 00:00:00.000
12454,"114-555-0173",2,2013-10-20 01:00:00.000
12455,"1 (11) 500 555-0180",1,2014-03-02 00:00:00.000
12456,"1 (11) 500 555-0169",1,2013-09-10 00:00:00.000
12457,"1 (11) 500 555-0155",2,2013-10-23 00:00:00.000
12458,"784-555-0131",2,2014-05-06 00:00:00.000
12459,"869-555-0167",1,2013-11-04 00:00:00.000
12460,"585-555-0177",2,2013-08-06 00:00:00.000
12461,"741-555-0122",2,2014-03-21 00:00:00.000
12462,"112-555-0188",1,2013-11-19 00:00:00.000
12463,"1 (11) 500 555-0136",2,2013-09-20 00:00:00.000
12464,"1 (11) 500 555-0184",1,2014-05-30 00:00:00.000
12465,"563-555-0177",2,2014-01-18 00:00:00.000
12466,"1 (11) 500 555-0154",1,2014-04-05 00:00:00.000
12467,"1 (11) 500 555-0175",2,2011-08-02 00:00:00.000
12468,"1 (11) 500 555-0146",2,2011-12-02 00:00:00.000
12469,"653-555-0178",1,2014-04-03 00:00:00.000
12470,"1 (11) 500 555-0150",2,2014-05-02 00:00:00.000
12471,"410-555-0144",2,2011-11-04 00:00:00.000
12472,"1 (11) 500 555-0111",2,2012-01-11 00:00:00.000
12473,"1 (11) 500 555-0189",1,2012-04-04 00:00:00.000
12474,"868-555-0188",1,2013-08-02 00:00:00.000
12475,"653-555-0150",1,2012-03-18 00:00:00.000
12476,"588-555-0111",2,2013-10-23 00:00:00.000
12477,"1 (11) 500 555-0126",2,2013-12-05 00:00:00.000
12478,"1 (11) 500 555-0112",1,2011-12-22 00:00:00.000
12479,"284-555-0143",2,2014-04-18 00:00:00.000
12480,"271-555-0131",1,2014-05-05 00:00:00.000
12481,"1 (11) 500 555-0155",1,2013-12-01 00:00:00.000
12482,"412-555-0111",2,2012-05-20 00:00:00.000
12483,"1 (11) 500 555-0145",1,2012-02-28 00:00:00.000
12484,"1 (11) 500 555-0185",1,2012-07-25 00:00:00.000
12485,"1 (11) 500 555-0144",1,2014-02-02 00:00:00.000
12486,"838-555-0120",1,2013-09-20 00:00:00.000
12487,"1 (11) 500 555-0199",1,2013-03-07 00:00:00.000
12488,"1 (11) 500 555-0115",1,2013-04-03 00:00:00.000
12489,"549-555-0158",2,2014-02-23 00:00:00.000
12490,"128-555-0196",2,2014-03-01 00:00:00.000
12491,"417-555-0178",2,2014-02-26 00:00:00.000
12492,"217-555-0115",2,2013-09-10 00:00:00.000
12493,"1 (11) 500 555-0175",1,2012-10-31 00:00:00.000
12494,"623-555-0113",1,2013-10-22 00:00:00.000
12495,"1 (11) 500 555-0184",2,2013-12-15 00:00:00.000
12496,"1 (11) 500 555-0158",2,2012-07-29 00:00:00.000
12497,"1 (11) 500 555-0157",2,2013-11-16 00:00:00.000
12498,"1 (11) 500 555-0164",1,2014-03-04 00:00:00.000
12499,"179-555-0128",1,2014-01-13 00:00:00.000
12500,"940-555-0120",2,2013-12-09 00:00:00.000
12501,"1 (11) 500 555-0128",2,2013-08-02 00:00:00.000
12502,"1 (11) 500 555-0146",2,2013-01-10 00:00:00.000
12503,"736-555-0141",2,2014-05-31 00:00:00.000
12504,"1 (11) 500 555-0117",1,2012-08-22 00:00:00.000
12505,"1 (11) 500 555-0114",1,2014-03-02 00:00:00.000
12506,"1 (11) 500 555-0140",1,2014-05-12 00:00:00.000
12507,"1 (11) 500 555-0181",2,2013-03-10 00:00:00.000
12508,"307-555-0199",1,2013-04-18 00:00:00.000
12509,"873-555-0146",2,2011-08-22 00:00:00.000
12510,"138-555-0150",1,2012-06-15 00:00:00.000
12511,"1 (11) 500 555-0134",1,2013-08-23 00:00:00.000
12512,"1 (11) 500 555-0116",1,2012-10-23 00:00:00.000
12513,"1 (11) 500 555-0196",1,2013-10-19 00:00:00.000
12514,"127-555-0194",1,2014-06-17 00:00:00.000
12515,"1 (11) 500 555-0155",1,2013-01-24 00:00:00.000
12516,"991-555-0152",1,2013-04-29 00:00:00.000
12517,"665-555-0155",2,2014-03-03 00:00:00.000
12518,"1 (11) 500 555-0124",1,2012-11-26 00:00:00.000
12519,"413-555-0191",2,2013-11-26 00:00:00.000
12520,"1 (11) 500 555-0159",1,2013-02-28 00:00:00.000
12521,"735-555-0140",1,2013-09-11 00:00:00.000
12522,"956-555-0151",2,2011-07-19 00:00:00.000
12523,"647-555-0136",1,2014-03-04 00:00:00.000
12524,"699-555-0186",1,2014-03-30 00:00:00.000
12525,"1 (11) 500 555-0185",1,2013-12-03 00:00:00.000
12526,"936-555-0152",2,2013-07-10 00:00:00.000
12527,"1 (11) 500 555-0137",2,2013-12-26 00:00:00.000
12528,"1 (11) 500 555-0124",1,2013-10-11 00:00:00.000
12529,"504-555-0179",1,2013-07-23 00:00:00.000
12530,"993-555-0143",1,2013-11-09 00:00:00.000
12531,"649-555-0136",1,2013-10-05 00:00:00.000
12532,"1 (11) 500 555-0124",1,2012-10-30 00:00:00.000
12533,"175-555-0139",1,2013-11-19 00:00:00.000
12534,"126-555-0196",1,2013-12-13 00:00:00.000
12535,"722-555-0149",1,2014-03-26 00:00:00.000
12536,"481-555-0115",1,2014-03-23 00:00:00.000
12537,"1 (11) 500 555-0133",2,2013-01-09 00:00:00.000
12538,"1 (11) 500 555-0154",2,2014-03-10 00:00:00.000
12539,"1 (11) 500 555-0117",1,2012-10-09 00:00:00.000
12540,"922-555-0153",1,2013-08-21 00:00:00.000
12541,"185-555-0163",1,2013-10-21 00:00:00.000
12542,"178-555-0186",2,2013-09-01 00:00:00.000
12543,"461-555-0156",1,2013-08-20 00:00:00.000
12544,"701-555-0179",2,2012-10-06 00:00:00.000
12545,"161-555-0187",2,2014-03-29 00:00:00.000
12546,"1 (11) 500 555-0112",1,2012-09-11 00:00:00.000
12547,"678-555-0176",2,2014-04-06 00:00:00.000
12548,"1 (11) 500 555-0116",2,2014-03-05 00:00:00.000
12549,"547-555-0121",2,2013-07-04 00:00:00.000
12550,"946-555-0183",2,2014-05-02 00:00:00.000
12551,"125-555-0113",1,2013-11-24 00:00:00.000
12552,"1 (11) 500 555-0134",1,2013-08-25 00:00:00.000
12553,"1 (11) 500 555-0156",2,2013-12-30 00:00:00.000
12554,"1 (11) 500 555-0130",2,2013-09-15 00:00:00.000
12555,"368-555-0153",1,2014-03-23 00:00:00.000
12556,"895-555-0178",1,2014-03-13 00:00:00.000
12557,"1 (11) 500 555-0110",2,2011-10-07 00:00:00.000
12558,"1 (11) 500 555-0173",1,2013-12-24 00:00:00.000
12559,"1 (11) 500 555-0116",2,2013-09-06 00:00:00.000
12560,"1 (11) 500 555-0157",1,2013-08-09 00:00:00.000
12561,"675-555-0172",1,2014-02-15 00:00:00.000
12562,"697-555-0180",2,2014-03-12 00:00:00.000
12563,"610-555-0118",1,2011-12-22 00:00:00.000
12564,"1 (11) 500 555-0117",2,2012-09-22 00:00:00.000
12565,"1 (11) 500 555-0178",2,2011-06-08 00:00:00.000
12566,"969-555-0118",2,2013-12-22 00:00:00.000
12567,"1 (11) 500 555-0182",1,2013-01-01 00:00:00.000
12568,"1 (11) 500 555-0192",2,2014-05-27 00:00:00.000
12569,"173-555-0121",2,2013-07-24 00:00:00.000
12570,"1 (11) 500 555-0137",1,2013-02-18 00:00:00.000
12571,"1 (11) 500 555-0187",1,2013-01-02 00:00:00.000
12572,"162-555-0123",1,2013-02-23 00:00:00.000
12573,"1 (11) 500 555-0119",2,2013-12-20 00:00:00.000
12574,"725-555-0116",2,2012-09-05 00:00:00.000
12575,"1 (11) 500 555-0144",2,2013-04-09 00:00:00.000
12576,"1 (11) 500 555-0119",2,2013-03-23 00:00:00.000
12577,"1 (11) 500 555-0192",1,2013-04-01 00:00:00.000
12578,"1 (11) 500 555-0115",2,2013-08-12 00:00:00.000
12579,"1 (11) 500 555-0131",2,2014-03-04 00:00:00.000
12580,"1 (11) 500 555-0119",2,2013-11-21 00:00:00.000
12581,"819-555-0110",1,2014-01-27 00:00:00.000
12582,"1 (11) 500 555-0136",2,2011-12-26 00:00:00.000
12583,"1 (11) 500 555-0113",1,2013-09-14 00:00:00.000
12584,"1 (11) 500 555-0169",2,2012-10-24 00:00:00.000
12585,"666-555-0149",1,2014-05-02 00:00:00.000
12586,"1 (11) 500 555-0114",2,2013-05-13 00:00:00.000
12587,"202-555-0164",2,2011-06-18 00:00:00.000
12588,"1 (11) 500 555-0152",1,2013-04-11 00:00:00.000
12589,"556-555-0135",2,2014-01-15 00:00:00.000
12590,"607-555-0162",1,2013-11-18 00:00:00.000
12591,"1 (11) 500 555-0145",1,2013-08-03 00:00:00.000
12592,"1 (11) 500 555-0161",2,2013-10-29 00:00:00.000
12593,"1 (11) 500 555-0179",2,2013-10-14 00:00:00.000
12594,"314-555-0183",1,2013-10-31 00:00:00.000
12595,"1 (11) 500 555-0193",2,2013-11-24 00:00:00.000
12596,"640-555-0110",2,2013-10-02 00:00:00.000
12597,"432-555-0113",1,2012-03-10 00:00:00.000
12598,"1 (11) 500 555-0176",2,2011-11-02 00:00:00.000
12599,"1 (11) 500 555-0158",2,2012-04-17 00:00:00.000
12600,"1 (11) 500 555-0130",1,2012-11-14 00:00:00.000
12601,"1 (11) 500 555-0110",1,2012-01-05 00:00:00.000
12602,"1 (11) 500 555-0142",2,2013-07-06 00:00:00.000
12603,"1 (11) 500 555-0151",1,2013-12-25 00:00:00.000
12604,"913-555-0129",1,2014-02-10 00:00:00.000
12605,"1 (11) 500 555-0140",1,2013-10-17 00:00:00.000
12606,"117-555-0125",1,2014-05-14 00:00:00.000
12607,"1 (11) 500 555-0170",2,2013-11-07 00:00:00.000
12608,"180-555-0133",2,2014-03-20 00:00:00.000
12609,"1 (11) 500 555-0161",2,2014-03-05 00:00:00.000
12610,"1 (11) 500 555-0131",1,2014-05-31 00:00:00.000
12611,"1 (11) 500 555-0158",2,2013-12-10 00:00:00.000
12612,"996-555-0117",1,2014-04-15 00:00:00.000
12613,"1 (11) 500 555-0117",2,2014-06-28 00:00:00.000
12614,"1 (11) 500 555-0172",1,2014-03-12 00:00:00.000
12615,"484-555-0159",2,2014-03-03 00:00:00.000
12616,"271-555-0194",2,2014-05-22 00:00:00.000
12617,"1 (11) 500 555-0124",1,2014-03-03 00:00:00.000
12618,"715-555-0180",1,2012-04-15 00:00:00.000
12619,"1 (11) 500 555-0127",2,2013-12-07 00:00:00.000
12620,"531-555-0177",1,2012-05-19 00:00:00.000
12621,"1 (11) 500 555-0182",2,2012-10-09 00:00:00.000
12622,"1 (11) 500 555-0116",2,2013-09-28 00:00:00.000
12623,"506-555-0177",1,2013-07-25 00:00:00.000
12624,"1 (11) 500 555-0171",2,2013-09-29 00:00:00.000
12625,"192-555-0175",2,2013-11-04 00:00:00.000
12626,"1 (11) 500 555-0119",2,2011-08-16 00:00:00.000
12627,"318-555-0180",1,2014-02-12 00:00:00.000
12628,"145-555-0156",1,2014-05-29 00:00:00.000
12629,"237-555-0130",2,2014-02-21 00:00:00.000
12630,"1 (11) 500 555-0145",1,2013-09-18 00:00:00.000
12631,"497-555-0119",1,2013-09-21 00:00:00.000
12632,"1 (11) 500 555-0187",2,2013-12-27 00:00:00.000
12633,"1 (11) 500 555-0190",1,2013-12-07 00:00:00.000
12634,"818-555-0169",1,2014-02-13 00:00:00.000
12635,"368-555-0136",2,2012-12-22 00:00:00.000
12636,"990-555-0127",1,2012-04-03 00:00:00.000
12637,"579-555-0169",2,2013-07-03 00:00:00.000
12638,"1 (11) 500 555-0148",2,2013-11-27 00:00:00.000
12639,"1 (11) 500 555-0116",1,2011-08-22 00:00:00.000
12640,"258-555-0127",2,2013-01-07 00:00:00.000
12641,"197-555-0118",1,2013-07-15 00:00:00.000
12642,"1 (11) 500 555-0140",2,2013-12-05 00:00:00.000
12643,"1 (11) 500 555-0188",1,2012-05-29 00:00:00.000
12644,"281-555-0114",2,2014-04-25 00:00:00.000
12645,"396-555-0111",1,2013-11-05 00:00:00.000
12646,"1 (11) 500 555-0112",1,2012-06-14 00:00:00.000
12647,"815-555-0119",2,2014-02-19 00:00:00.000
12648,"1 (11) 500 555-0136",2,2014-03-25 00:00:00.000
12649,"307-555-0166",2,2013-11-10 00:00:00.000
12650,"573-555-0135",1,2014-01-20 00:00:00.000
12651,"1 (11) 500 555-0121",1,2012-03-25 00:00:00.000
12652,"160-555-0144",1,2013-05-17 00:00:00.000
12653,"1 (11) 500 555-0188",1,2014-04-16 00:00:00.000
12654,"1 (11) 500 555-0172",2,2012-08-24 00:00:00.000
12655,"1 (11) 500 555-0177",1,2011-12-21 00:00:00.000
12656,"566-555-0177",1,2012-08-19 00:00:00.000
12657,"307-555-0166",2,2014-01-18 00:00:00.000
12658,"436-555-0128",1,2013-09-30 00:00:00.000
12659,"1 (11) 500 555-0162",1,2012-02-03 00:00:00.000
12660,"216-555-0122",2,2011-12-24 00:00:00.000
12661,"780-555-0126",2,2013-07-26 00:00:00.000
12662,"1 (11) 500 555-0149",1,2012-03-30 00:00:00.000
12663,"1 (11) 500 555-0168",1,2011-11-08 00:00:00.000
12664,"400-555-0120",2,2013-09-29 00:00:00.000
12665,"1 (11) 500 555-0178",1,2013-07-17 00:00:00.000
12666,"184-555-0142",1,2014-05-24 00:00:00.000
12667,"1 (11) 500 555-0193",2,2014-06-21 00:00:00.000
12668,"1 (11) 500 555-0145",1,2013-12-30 00:00:00.000
12669,"1 (11) 500 555-0184",1,2013-12-31 00:00:00.000
12670,"921-555-0171",2,2013-12-02 00:00:00.000
12671,"1 (11) 500 555-0113",1,2014-03-05 00:00:00.000
12672,"1 (11) 500 555-0144",2,2012-12-26 00:00:00.000
12673,"820-555-0158",1,2014-05-01 00:00:00.000
12674,"405-555-0192",2,2013-10-09 00:00:00.000
12675,"1 (11) 500 555-0198",1,2013-02-14 00:00:00.000
12676,"702-555-0195",2,2014-06-14 00:00:00.000
12677,"938-555-0117",2,2013-11-21 00:00:00.000
12678,"177-555-0195",2,2014-02-28 00:00:00.000
12679,"290-555-0134",2,2012-11-13 00:00:00.000
12680,"1 (11) 500 555-0180",2,2012-12-25 00:00:00.000
12681,"1 (11) 500 555-0183",2,2012-05-26 00:00:00.000
12682,"1 (11) 500 555-0115",1,2013-10-31 00:00:00.000
12683,"1 (11) 500 555-0158",2,2014-04-06 00:00:00.000
12684,"163-555-0162",2,2014-04-01 00:00:00.000
12685,"1 (11) 500 555-0198",1,2013-08-30 00:00:00.000
12686,"1 (11) 500 555-0164",1,2012-05-11 00:00:00.000
12687,"731-555-0142",1,2013-11-15 00:00:00.000
12688,"1 (11) 500 555-0165",2,2013-08-10 00:00:00.000
12689,"360-555-0195",1,2013-10-08 00:00:00.000
12690,"1 (11) 500 555-0193",1,2012-10-19 00:00:00.000
12691,"1 (11) 500 555-0191",2,2013-02-04 00:00:00.000
12692,"716-555-0190",1,2012-11-26 00:00:00.000
12693,"1 (11) 500 555-0147",1,2014-05-26 00:00:00.000
12694,"169-555-0182",2,2014-05-07 00:00:00.000
12695,"288-555-0158",1,2014-02-10 00:00:00.000
12696,"1 (11) 500 555-0180",2,2014-01-27 00:00:00.000
12697,"715-555-0121",2,2013-08-23 00:00:00.000
12698,"159-555-0191",2,2014-05-06 00:00:00.000
12699,"1 (11) 500 555-0110",1,2014-04-03 00:00:00.000
12700,"116-555-0117",2,2014-03-16 00:00:00.000
12701,"1 (11) 500 555-0150",1,2013-07-10 00:00:00.000
12702,"1 (11) 500 555-0114",1,2013-07-30 00:00:00.000
12703,"310-555-0119",2,2013-07-30 00:00:00.000
12704,"1 (11) 500 555-0147",1,2013-01-01 00:00:00.000
12705,"714-555-0162",2,2013-08-25 00:00:00.000
12706,"919-555-0152",2,2014-04-10 00:00:00.000
12707,"1 (11) 500 555-0198",2,2013-11-22 00:00:00.000
12708,"735-555-0157",2,2011-12-30 00:00:00.000
12709,"561-555-0149",2,2012-11-06 00:00:00.000
12710,"225-555-0182",2,2014-02-11 00:00:00.000
12711,"1 (11) 500 555-0141",1,2014-05-20 00:00:00.000
12712,"1 (11) 500 555-0146",1,2011-11-02 00:00:00.000
12713,"186-555-0170",2,2014-05-16 00:00:00.000
12714,"1 (11) 500 555-0110",2,2013-05-07 00:00:00.000
12715,"156-555-0146",2,2011-06-14 00:00:00.000
12716,"845-555-0196",2,2014-01-01 00:00:00.000
12717,"1 (11) 500 555-0164",2,2013-10-14 00:00:00.000
12718,"1 (11) 500 555-0151",1,2013-09-19 00:00:00.000
12719,"1 (11) 500 555-0136",2,2013-08-16 00:00:00.000
12720,"1 (11) 500 555-0197",2,2013-08-10 00:00:00.000
12721,"344-555-0182",1,2013-09-11 00:00:00.000
12722,"319-555-0115",1,2013-11-08 00:00:00.000
12723,"797-555-0199",1,2012-01-26 00:00:00.000
12724,"1 (11) 500 555-0160",2,2014-02-07 00:00:00.000
12725,"1 (11) 500 555-0138",1,2013-10-16 00:00:00.000
12726,"110-555-0112",2,2013-07-24 00:00:00.000
12727,"1 (11) 500 555-0112",1,2013-08-12 00:00:00.000
12728,"881-555-0160",2,2013-09-03 00:00:00.000
12729,"363-555-0115",2,2013-10-20 01:00:00.000
12730,"1 (11) 500 555-0177",1,2014-02-09 00:00:00.000
12731,"534-555-0145",1,2014-01-11 00:00:00.000
12732,"1 (11) 500 555-0192",1,2014-02-27 00:00:00.000
12733,"179-555-0179",1,2012-04-25 00:00:00.000
12734,"1 (11) 500 555-0177",2,2014-02-04 00:00:00.000
12735,"189-555-0189",1,2012-06-25 00:00:00.000
12736,"1 (11) 500 555-0174",1,2012-11-04 00:00:00.000
12737,"175-555-0156",2,2013-09-25 00:00:00.000
12738,"1 (11) 500 555-0125",2,2013-07-20 00:00:00.000
12739,"403-555-0172",2,2013-09-04 00:00:00.000
12740,"350-555-0114",1,2012-07-15 00:00:00.000
12741,"808-555-0189",1,2014-05-19 00:00:00.000
12742,"1 (11) 500 555-0196",2,2013-10-05 00:00:00.000
12743,"1 (11) 500 555-0112",1,2012-07-20 00:00:00.000
12744,"442-555-0153",1,2014-01-29 00:00:00.000
12745,"889-555-0140",1,2013-09-22 00:00:00.000
12746,"1 (11) 500 555-0134",1,2013-12-09 00:00:00.000
12747,"1 (11) 500 555-0145",2,2013-08-21 00:00:00.000
12748,"641-555-0118",1,2013-05-12 00:00:00.000
12749,"876-555-0144",2,2014-05-10 00:00:00.000
12750,"1 (11) 500 555-0195",1,2013-11-23 00:00:00.000
12751,"1 (11) 500 555-0115",1,2011-07-15 00:00:00.000
12752,"1 (11) 500 555-0142",1,2013-09-01 00:00:00.000
12753,"1 (11) 500 555-0193",2,2014-05-14 00:00:00.000
12754,"767-555-0158",1,2011-09-26 00:00:00.000
12755,"201-555-0147",2,2013-09-09 00:00:00.000
12756,"478-555-0113",2,2013-10-14 00:00:00.000
12757,"1 (11) 500 555-0147",1,2013-01-03 00:00:00.000
12758,"1 (11) 500 555-0110",2,2013-08-29 00:00:00.000
12759,"1 (11) 500 555-0174",2,2012-10-02 00:00:00.000
12760,"502-555-0195",2,2013-04-20 00:00:00.000
12761,"1 (11) 500 555-0141",1,2011-08-21 00:00:00.000
12762,"396-555-0117",1,2013-02-01 00:00:00.000
12763,"1 (11) 500 555-0168",2,2014-02-07 00:00:00.000
12764,"920-555-0173",1,2013-11-25 00:00:00.000
12765,"1 (11) 500 555-0180",2,2013-12-21 00:00:00.000
12766,"472-555-0117",1,2013-07-03 00:00:00.000
12767,"1 (11) 500 555-0186",1,2014-01-18 00:00:00.000
12768,"1 (11) 500 555-0198",2,2013-03-23 00:00:00.000
12769,"276-555-0133",2,2013-10-19 00:00:00.000
12770,"399-555-0195",1,2014-04-11 00:00:00.000
12771,"1 (11) 500 555-0183",2,2013-02-26 00:00:00.000
12772,"1 (11) 500 555-0110",2,2011-11-07 00:00:00.000
12773,"1 (11) 500 555-0134",2,2014-03-01 00:00:00.000
12774,"1 (11) 500 555-0125",1,2014-01-16 00:00:00.000
12775,"857-555-0112",2,2011-08-30 00:00:00.000
12776,"1 (11) 500 555-0134",1,2013-04-01 00:00:00.000
12777,"535-555-0111",1,2014-06-07 00:00:00.000
12778,"943-555-0142",1,2014-04-26 00:00:00.000
12779,"1 (11) 500 555-0167",2,2013-09-16 00:00:00.000
12780,"1 (11) 500 555-0110",2,2014-02-03 00:00:00.000
12781,"1 (11) 500 555-0147",1,2013-11-05 00:00:00.000
12782,"163-555-0173",2,2014-05-09 00:00:00.000
12783,"409-555-0139",2,2014-03-07 00:00:00.000
12784,"1 (11) 500 555-0117",1,2014-05-20 00:00:00.000
12785,"125-555-0157",1,2013-08-20 00:00:00.000
12786,"1 (11) 500 555-0125",2,2013-10-28 00:00:00.000
12787,"704-555-0164",1,2013-11-20 00:00:00.000
12788,"838-555-0117",2,2014-05-07 00:00:00.000
12789,"627-555-0176",1,2013-04-17 00:00:00.000
12790,"509-555-0160",1,2013-08-14 00:00:00.000
12791,"1 (11) 500 555-0193",1,2014-01-22 00:00:00.000
12792,"446-555-0154",1,2013-09-06 00:00:00.000
12793,"100-555-0197",2,2013-09-16 00:00:00.000
12794,"1 (11) 500 555-0123",1,2013-03-15 00:00:00.000
12795,"121-555-0184",1,2014-06-11 00:00:00.000
12796,"264-555-0199",2,2013-04-26 00:00:00.000
12797,"1 (11) 500 555-0133",2,2011-06-03 00:00:00.000
12798,"464-555-0173",2,2012-04-16 00:00:00.000
12799,"263-555-0185",2,2013-07-31 00:00:00.000
12800,"1 (11) 500 555-0159",2,2013-08-17 00:00:00.000
12801,"487-555-0186",1,2011-06-21 00:00:00.000
12802,"296-555-0171",1,2013-11-11 00:00:00.000
12803,"1 (11) 500 555-0138",2,2013-07-03 00:00:00.000
12804,"968-555-0111",1,2014-01-08 00:00:00.000
12805,"930-555-0134",2,2014-01-11 00:00:00.000
12806,"259-555-0150",1,2012-11-12 00:00:00.000
12807,"118-555-0112",2,2013-10-04 00:00:00.000
12808,"616-555-0156",2,2013-11-02 00:00:00.000
12809,"1 (11) 500 555-0176",2,2013-12-13 00:00:00.000
12810,"1 (11) 500 555-0146",2,2014-05-11 00:00:00.000
12811,"1 (11) 500 555-0110",2,2014-02-19 00:00:00.000
12812,"1 (11) 500 555-0129",1,2012-08-16 00:00:00.000
12813,"150-555-0146",2,2013-12-28 00:00:00.000
12814,"1 (11) 500 555-0133",1,2013-04-23 00:00:00.000
12815,"1 (11) 500 555-0189",2,2013-01-03 00:00:00.000
12816,"177-555-0120",2,2013-11-12 00:00:00.000
12817,"949-555-0122",2,2014-05-13 00:00:00.000
12818,"543-555-0173",2,2013-10-08 00:00:00.000
12819,"1 (11) 500 555-0167",2,2013-08-01 00:00:00.000
12820,"261-555-0142",2,2011-07-11 00:00:00.000
12821,"1 (11) 500 555-0118",2,2012-08-31 00:00:00.000
12822,"769-555-0124",1,2013-08-16 00:00:00.000
12823,"1 (11) 500 555-0143",1,2013-12-25 00:00:00.000
12824,"120-555-0129",1,2013-10-07 00:00:00.000
12825,"1 (11) 500 555-0115",1,2013-08-10 00:00:00.000
12826,"883-555-0116",2,2014-02-15 00:00:00.000
12827,"1 (11) 500 555-0110",1,2014-02-26 00:00:00.000
12828,"1 (11) 500 555-0176",2,2013-03-29 00:00:00.000
12829,"616-555-0169",2,2014-05-03 00:00:00.000
12830,"396-555-0143",2,2013-08-04 00:00:00.000
12831,"1 (11) 500 555-0159",1,2014-05-19 00:00:00.000
12832,"1 (11) 500 555-0129",1,2014-05-05 00:00:00.000
12833,"1 (11) 500 555-0167",1,2012-06-04 00:00:00.000
12834,"787-555-0115",1,2013-07-04 00:00:00.000
12835,"1 (11) 500 555-0138",2,2012-05-25 00:00:00.000
12836,"121-555-0136",2,2014-06-15 00:00:00.000
12837,"1 (11) 500 555-0115",2,2012-03-14 00:00:00.000
12838,"107-555-0181",2,2012-08-12 00:00:00.000
12839,"1 (11) 500 555-0157",2,2013-11-27 00:00:00.000
12840,"641-555-0185",1,2013-07-04 00:00:00.000
12841,"146-555-0139",1,2012-05-04 00:00:00.000
12842,"1 (11) 500 555-0176",1,2014-01-18 00:00:00.000
12843,"582-555-0192",1,2013-09-24 00:00:00.000
12844,"678-555-0197",2,2013-07-10 00:00:00.000
12845,"663-555-0137",2,2012-02-15 00:00:00.000
12846,"853-555-0174",1,2012-01-07 00:00:00.000
12847,"1 (11) 500 555-0159",1,2014-05-18 00:00:00.000
12848,"1 (11) 500 555-0157",2,2012-02-19 00:00:00.000
12849,"367-555-0124",1,2014-03-21 00:00:00.000
