"businessentityid","nationalidnumber","loginid","jobtitle","birthdate","maritalstatus","gender","hiredate","salariedflag","vacationhours","sickleavehours","currentflag","rowguid","modifieddate","organizationnode"
264,"858323870",adventure-works\stephanie0,Network Manager,1984-03-25,S,F,2009-02-04,true,68,54,true,"221cbb7b-8bae-452b-a16f-a67ebb3873c8",2014-06-30 00:00:00.000,/5/1/
265,"749389530",adventure-works\ashvini0,Network Administrator,1977-03-27,S,M,2008-12-04,false,70,55,true,"2e680c1c-7c02-4343-9626-6f97273414c0",2014-06-30 00:00:00.000,/5/1/1/
266,"672243793",adventure-works\peter1,Network Administrator,1980-05-28,S,M,2009-02-23,false,69,54,true,"86601e6a-6955-40fc-bb4a-1053a843ce99",2014-06-30 00:00:00.000,/5/1/2/
267,"58317344",adventure-works\karen1,Application Specialist,1978-05-19,S,F,2009-02-16,true,74,57,true,"45c3d0f5-3332-419d-ad40-a98996bb5531",2014-06-30 00:00:00.000,/5/2/
268,"314747499",adventure-works\ramesh0,Application Specialist,1988-03-13,S,M,2009-02-03,true,73,56,true,be190269-4003-4d7f-809e-7b3fdc235da8,2014-06-30 00:00:00.000,/5/3/
269,"671089628",adventure-works\dan0,Application Specialist,1987-05-26,M,M,2009-01-11,true,72,56,true,"71b0d010-5ac5-4e91-8efa-c311c1372a73",2014-06-30 00:00:00.000,/5/4/
270,"643805155",adventure-works\françois0,Database Administrator,1975-05-17,S,M,2009-01-17,true,67,53,true,"0c7f025d-8d56-48ef-86c0-f09db63d0182",2014-06-30 00:00:00.000,/5/5/
271,"929666391",adventure-works\dan1,Database Administrator,1976-01-06,M,M,2009-01-22,true,66,53,true,"2474e1a9-902d-466c-b0b2-6dcac927f753",2014-06-30 00:00:00.000,/5/6/
272,"525932996",adventure-works\janaina0,Application Specialist,1985-01-30,M,F,2008-12-23,true,71,55,true,"241535c7-7a31-4a6a-9e0d-a83c30c2edda",2014-06-30 00:00:00.000,/5/7/
273,"112432117",adventure-works\brian3,Vice President of Sales,1977-06-06,S,M,2011-02-15,true,10,25,true,f3ec557c-8b41-4ee6-bb0c-e3b93aff81e5,2014-06-30 00:00:00.000,/6/
274,"502097814",adventure-works\stephen0,North American Sales Manager,1951-10-17,M,M,2011-01-04,true,14,27,true,"86d5fa9e-4bc0-48c8-91dc-1ec467418d11",2014-06-30 00:00:00.000,/6/1/
275,"841560125",adventure-works\michael9,Sales Representative,1968-12-25,S,M,2011-05-31,true,38,39,true,e19f8de2-0f40-418c-84a2-db48b98dc6a2,2014-06-30 00:00:00.000,/6/1/1/
276,"191644724",adventure-works\linda3,Sales Representative,1980-02-27,M,F,2011-05-31,true,27,33,true,"4509f387-d73a-43dc-a502-b1c27aa1dc9e",2014-06-30 00:00:00.000,/6/1/2/
277,"615389812",adventure-works\jillian0,Sales Representative,1962-08-29,S,F,2011-05-31,true,24,32,true,a011c97b-081c-4739-996f-c1cac4532f8d,2014-06-30 00:00:00.000,/6/1/3/
278,"234474252",adventure-works\garrett1,Sales Representative,1975-02-04,M,M,2011-05-31,true,33,36,true,"50eecc16-0d0d-43a9-9649-016c06de8d78",2014-06-30 00:00:00.000,/6/1/4/
279,"716374314",adventure-works\tsvi0,Sales Representative,1974-01-18,M,M,2011-05-31,true,29,34,true,bb510fce-0105-4306-b591-6450d9ebf401,2014-06-30 00:00:00.000,/6/1/5/
280,"61161660",adventure-works\pamela0,Sales Representative,1974-12-06,S,F,2011-05-31,true,22,31,true,"7627b9d6-0707-4706-9ad9-0d37506b08ae",2014-06-30 00:00:00.000,/6/1/6/
281,"139397894",adventure-works\shu0,Sales Representative,1968-03-09,M,M,2011-05-31,true,26,33,true,"4103c891-37e8-4dfc-aeac-b55e2bc1be1c",2014-06-30 00:00:00.000,/6/1/7/
282,"399771412",adventure-works\josé1,Sales Representative,1963-12-11,M,M,2011-05-31,true,31,35,true,fd3992fb-3067-451d-a09d-73bd53c0feca,2014-06-30 00:00:00.000,/6/1/8/
283,"987554265",adventure-works\david8,Sales Representative,1974-02-11,S,M,2011-05-31,true,23,31,true,"1e8f9e91-508f-4d49-acd2-775c836030ed",2014-06-30 00:00:00.000,/6/1/9/
284,"90836195",adventure-works\tete0,Sales Representative,1978-01-05,M,M,2012-09-30,true,39,39,true,"0c67ce00-de78-4712-908f-06939a2c58d5",2014-06-30 00:00:00.000,/6/1/10/
285,"481044938",adventure-works\syed0,Pacific Sales Manager,1975-01-11,M,M,2013-03-14,true,20,30,true,"86f292db-b73c-429d-9912-800994d809fb",2014-06-30 00:00:00.000,/6/2/
286,"758596752",adventure-works\lynn0,Sales Representative,1977-02-14,S,F,2013-05-30,true,36,38,true,"4a9a8407-a680-4a6b-8d03-511cb58f9a8a",2014-06-30 00:00:00.000,/6/2/1/
287,"982310417",adventure-works\amy0,European Sales Manager,1957-09-20,M,F,2012-04-16,true,21,30,true,"66d66445-ee78-4676-9e66-0e22d6109a92",2014-06-30 00:00:00.000,/6/3/
288,"954276278",adventure-works\rachel0,Sales Representative,1975-07-09,S,F,2013-05-30,true,35,37,true,b9bf7741-e0ca-4f37-acde-a4f78c6d03e9,2014-06-30 00:00:00.000,/6/3/1/
289,"668991357",adventure-works\jae0,Sales Representative,1968-03-17,M,F,2012-05-30,true,37,38,true,"723a5921-d8a1-4659-9bc4-13c4cf7c9c91",2014-06-30 00:00:00.000,/6/3/2/
290,"134219713",adventure-works\ranjit0,Sales Representative,1975-09-30,S,M,2012-05-30,true,34,37,true,"604213f9-dd0f-43b4-bdd2-c96e93d3f4bf",2014-06-30 00:00:00.000,/6/3/3/
